filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_0311.jpeg,286138,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,5,"{""name"":""polyline"",""all_points_x"":[964,1042,1037,962],""all_points_y"":[939,941,901,903]}","{""label"":""itemPrice""}"
IMG_0311.jpeg,286138,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,6,"{""name"":""polyline"",""all_points_x"":[296,659,652,294],""all_points_y"":[998,993,946,960]}","{""label"":""item""}"
IMG_0311.jpeg,286138,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,7,"{""name"":""polyline"",""all_points_x"":[967,1045,1042,964],""all_points_y"":[991,984,943,946]}","{""label"":""itemPrice""}"
IMG_0311.jpeg,286138,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,8,"{""name"":""polyline"",""all_points_x"":[301,536,532,299],""all_points_y"":[1044,1037,998,1005]}","{""label"":""item""}"
IMG_0311.jpeg,286138,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,9,"{""name"":""polyline"",""all_points_x"":[965,1044,1045,967],""all_points_y"":[1033,1024,993,995]}","{""label"":""itemPrice""}"
IMG_0311.jpeg,286138,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,10,"{""name"":""polyline"",""all_points_x"":[339,1057,1052,333],""all_points_y"":[1584,1541,1506,1539]}","{""label"":""total""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""polyline"",""all_points_x"":[1198,0,0,1198],""all_points_y"":[2197,2197,0,0]}","{""label"":""dimension""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""polyline"",""all_points_x"":[498,827,827,491],""all_points_y"":[219,227,115,105]}","{""label"":""name""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""polyline"",""all_points_x"":[310,512,512,313],""all_points_y"":[902,906,867,860]}","{""label"":""item""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""polyline"",""all_points_x"":[943,1014,1016,939],""all_points_y"":[913,916,878,876]}","{""label"":""itemPrice""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""polyline"",""all_points_x"":[348,558,561,348],""all_points_y"":[941,943,916,908]}","{""label"":""item""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""polyline"",""all_points_x"":[944,1011,1013,943],""all_points_y"":[950,951,918,915]}","{""label"":""itemPrice""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""polyline"",""all_points_x"":[346,687,689,348],""all_points_y"":[985,990,948,944]}","{""label"":""item""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""polyline"",""all_points_x"":[932,1007,1014,929],""all_points_y"":[992,997,958,955]}","{""label"":""itemPrice""}"
IMG_0310.jpeg,461553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""polyline"",""all_points_x"":[306,1003,1003,298],""all_points_y"":[1665,1689,1647,1621]}","{""label"":""total""}"
IMG_0309.jpeg,280973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,0,"{""name"":""polyline"",""all_points_x"":[1548,0,0,1548],""all_points_y"":[2048,2048,0,0]}","{""label"":""dimension""}"
IMG_0309.jpeg,280973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,1,"{""name"":""polyline"",""all_points_x"":[627,973,971,632],""all_points_y"":[215,218,77,79]}","{""label"":""name""}"
IMG_0309.jpeg,280973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,2,"{""name"":""polyline"",""all_points_x"":[365,610,605,365],""all_points_y"":[1041,1041,992,995]}","{""label"":""item""}"
IMG_0309.jpeg,280973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,3,"{""name"":""polyline"",""all_points_x"":[1120,1212,1208,1123],""all_points_y"":[1049,1049,1005,1005]}","{""label"":""itemPrice""}"
IMG_0309.jpeg,280973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,4,"{""name"":""polyline"",""all_points_x"":[365,589,586,360],""all_points_y"":[1085,1087,1043,1043]}","{""label"":""item""}"
IMG_0309.jpeg,280973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,5,"{""name"":""polyline"",""all_points_x"":[1125,1212,1208,1123],""all_points_y"":[1096,1096,1055,1057]}","{""label"":""itemPrice""}"
IMG_0309.jpeg,280973,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,6,"{""name"":""polyline"",""all_points_x"":[344,1214,1214,351],""all_points_y"":[1805,1811,1767,1757]}","{""label"":""total""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""polyline"",""all_points_x"":[1120,0,0,1120],""all_points_y"":[2200,2200,0,0]}","{""label"":""dimension""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""polyline"",""all_points_x"":[88,1034,1034,84],""all_points_y"":[217,224,107,119]}","{""label"":""name""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""polyline"",""all_points_x"":[49,425,425,51],""all_points_y"":[716,714,669,672]}","{""label"":""item""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""polyline"",""all_points_x"":[896,1013,1012,893],""all_points_y"":[714,714,672,674]}","{""label"":""itemPrice""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""polyline"",""all_points_x"":[47,229,229,46,51],""all_points_y"":[763,763,714,718,718]}","{""label"":""item""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""polyline"",""all_points_x"":[919,1013,1015,926],""all_points_y"":[763,765,719,718]}","{""label"":""itemPrice""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""polyline"",""all_points_x"":[40,403,401,49,44],""all_points_y"":[810,812,763,767,765]}","{""label"":""item""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""polyline"",""all_points_x"":[917,1015,1017,922],""all_points_y"":[809,810,767,763]}","{""label"":""itemPrice""}"
IMG_0308.jpeg,347350,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""polyline"",""all_points_x"":[54,1012,1016,47],""all_points_y"":[1152,1150,1103,1103]}","{""label"":""total""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,0,"{""name"":""polyline"",""all_points_x"":[1548,0,0,1548],""all_points_y"":[2053,2053,0,0]}","{""label"":""dimension""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,1,"{""name"":""polyline"",""all_points_x"":[591,949,939,591],""all_points_y"":[177,166,70,76]}","{""label"":""name""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,2,"{""name"":""polyline"",""all_points_x"":[321,671,676,321],""all_points_y"":[871,874,835,828]}","{""label"":""item""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,3,"{""name"":""polyline"",""all_points_x"":[998,1105,1104,999],""all_points_y"":[861,858,820,823]}","{""label"":""itemPrice""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,4,"{""name"":""polyline"",""all_points_x"":[312,546,551,317],""all_points_y"":[953,963,922,917]}","{""label"":""item""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,5,"{""name"":""polyline"",""all_points_x"":[1004,1109,1110,999],""all_points_y"":[950,950,909,912]}","{""label"":""itemPrice""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,6,"{""name"":""polyline"",""all_points_x"":[282,597,599,295],""all_points_y"":[1156,1159,1112,1105]}","{""label"":""item""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,7,"{""name"":""polyline"",""all_points_x"":[1006,1128,1124,1002],""all_points_y"":[1150,1150,1109,1107]}","{""label"":""itemPrice""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,8,"{""name"":""polyline"",""all_points_x"":[266,432,434,276],""all_points_y"":[1257,1259,1213,1210]}","{""label"":""item""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,9,"{""name"":""polyline"",""all_points_x"":[1012,1132,1132,1017],""all_points_y"":[1257,1257,1207,1213]}","{""label"":""itemPrice""}"
IMG_0307.jpeg,412227,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,10,"{""name"":""polyline"",""all_points_x"":[261,1150,1144,263],""all_points_y"":[1365,1378,1324,1318]}","{""label"":""total""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""polyline"",""all_points_x"":[1032,0,0,1032],""all_points_y"":[2795,2795,0,0]}","{""label"":""dimension""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""polyline"",""all_points_x"":[304,775,779,297],""all_points_y"":[439,444,342,337]}","{""label"":""name""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""polyline"",""all_points_x"":[124,510,517,122],""all_points_y"":[985,985,937,937]}","{""label"":""item""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""polyline"",""all_points_x"":[577,655,652,584],""all_points_y"":[985,988,937,937]}","{""label"":""itemPrice""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""polyline"",""all_points_x"":[129,461,462,129],""all_points_y"":[1511,1510,1475,1477]}","{""label"":""item""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""polyline"",""all_points_x"":[575,650,646,579],""all_points_y"":[1511,1511,1478,1476]}","{""label"":""itemPrice""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""polyline"",""all_points_x"":[124,495,499,131],""all_points_y"":[2106,2108,2071,2073]}","{""label"":""item""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""polyline"",""all_points_x"":[573,648,650,575],""all_points_y"":[2108,2113,2064,2066]}","{""label"":""itemPrice""}"
IMG_0306.jpeg,759071,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""polyline"",""all_points_x"":[526,997,994,522],""all_points_y"":[2286,2290,2241,2239]}","{""label"":""total""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,0,"{""name"":""polyline"",""all_points_x"":[1278,0,0,1278],""all_points_y"":[2196,2196,0,0]}","{""label"":""dimension""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,1,"{""name"":""polyline"",""all_points_x"":[291,875,846,259],""all_points_y"":[310,220,5,81]}","{""label"":""name""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,2,"{""name"":""polyline"",""all_points_x"":[159,438,432,154],""all_points_y"":[978,946,894,928]}","{""label"":""item""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,3,"{""name"":""polyline"",""all_points_x"":[950,1061,1060,943],""all_points_y"":[895,882,833,850]}","{""label"":""itemPrice""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,4,"{""name"":""polyline"",""all_points_x"":[168,398,398,161],""all_points_y"":[1036,1012,961,990]}","{""label"":""item""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,5,"{""name"":""polyline"",""all_points_x"":[977,1068,1061,972],""all_points_y"":[955,941,895,907]}","{""label"":""itemPrice""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,6,"{""name"":""polyline"",""all_points_x"":[159,384,384,166],""all_points_y"":[1102,1077,1026,1048]}","{""label"":""item""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,7,"{""name"":""polyline"",""all_points_x"":[955,1078,1068,955],""all_points_y"":[1019,1004,955,968]}","{""label"":""itemPrice""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,8,"{""name"":""polyline"",""all_points_x"":[171,410,398,171],""all_points_y"":[1158,1138,1083,1107]}","{""label"":""item""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,9,"{""name"":""polyline"",""all_points_x"":[963,1080,1071,965],""all_points_y"":[1080,1063,1016,1029]}","{""label"":""itemPrice""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,10,"{""name"":""polyline"",""all_points_x"":[171,1017,1011,169],""all_points_y"":[1215,1136,1082,1168]}","{""label"":""item""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,11,"{""name"":""polyline"",""all_points_x"":[983,1092,1088,977],""all_points_y"":[1195,1183,1134,1151]}","{""label"":""itemPrice""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,12,"{""name"":""polyline"",""all_points_x"":[185,574,572,179],""all_points_y"":[1344,1300,1248,1290]}","{""label"":""item""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,13,"{""name"":""polyline"",""all_points_x"":[1000,1095,1092,999],""all_points_y"":[1253,1242,1202,1210]}","{""label"":""itemPrice""}"
IMG_0304.jpeg,468991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,14,"{""name"":""polyline"",""all_points_x"":[205,1132,1126,196],""all_points_y"":[1581,1468,1418,1529]}","{""label"":""total""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,0,"{""name"":""polyline"",""all_points_x"":[972,0,0,972],""all_points_y"":[2189,2189,0,0]}","{""label"":""dimension""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,1,"{""name"":""polyline"",""all_points_x"":[230,756,749,225],""all_points_y"":[181,177,123,125]}","{""label"":""name""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,2,"{""name"":""polyline"",""all_points_x"":[49,387,389,51],""all_points_y"":[622,615,571,575]}","{""label"":""item""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,3,"{""name"":""polyline"",""all_points_x"":[722,835,835,724],""all_points_y"":[614,614,578,582]}","{""label"":""itemPrice""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,4,"{""name"":""polyline"",""all_points_x"":[35,538,534,49],""all_points_y"":[658,658,615,624]}","{""label"":""item""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,5,"{""name"":""polyline"",""all_points_x"":[745,832,832,744],""all_points_y"":[656,656,619,620]}","{""label"":""itemPrice""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,6,"{""name"":""polyline"",""all_points_x"":[46,455,451,41],""all_points_y"":[700,703,663,666]}","{""label"":""item""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,7,"{""name"":""polyline"",""all_points_x"":[745,830,833,747],""all_points_y"":[698,698,659,659]}","{""label"":""itemPrice""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,8,"{""name"":""polyline"",""all_points_x"":[46,434,434,49],""all_points_y"":[741,747,707,698]}","{""label"":""item""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,9,"{""name"":""polyline"",""all_points_x"":[734,830,830,740],""all_points_y"":[737,740,703,703]}","{""label"":""itemPrice""}"
IMG_0303.jpeg,250843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",13,10,"{""name"":""polyline"",""all_points_x"":[42,343,345,47],""all_points_y"":[784,791,747,745]}","{""label"":""item""}"
